setup_ns,run_ns
101913,97655476
102110,97646509
102616,97851726
102542,97680750
102156,97712228
101314,97421292
101791,97953682
100233,97308337
100994,97816288
99695,97521213
101118,97612263
101159,97788092
101365,97609518
101009,97634125
103190,97547040
101902,97427031
100424,97242417
100421,97617663
101240,97778670
100195,97407022
99655,97615854
99943,97419766
102945,97676179
100492,98155231
99530,97594003
100331,97705351
102805,97936546
101210,97445290
100930,97925304
100272,97460251
104259,97784624
104655,97471648
101576,97981835
100364,97600263
103412,97889171
101928,97589953
101511,97926431
100792,97862493
101202,97419085
98552,97432201
100018,97781855
100750,97727025
103965,97729400
101654,97557148
100808,97610546
100113,97678567
100500,98229206
100498,97393388
102627,97363840
99936,97836935
100100,98072435
100890,97594594
99698,97972354
100829,97763502
99763,97561582
103065,97559689
100365,97625190
100184,97389166
103149,97728827
101136,97928876
100098,97813352
100036,97939745
100537,97410722
101039,97634749
101259,97449060
100220,97468098
102773,97548982
106796,97429293
102808,97414335
100984,97391735
102110,97850646
101707,97930621
102526,97518240
102715,98260526
101352,97511967
101003,97165856
101918,97514324
100887,97653637
101289,97354921
101939,97325411
104030,97619117
100389,97840288
100470,97713280
100963,97219199
102321,97478428
101709,97511065
102073,97360337
101164,97471076
101641,97266348
102188,97542591
101526,97241610
100985,97661887
101270,97758967
101383,97978030
101204,97682496
101453,97274875
101264,97767485
100726,97578072
100973,97444237
100131,97239910
101969,97938790
100165,97617972
103216,97994196
101423,97670559
101779,97883128
101345,97899181
101058,97532286
100748,97705578
102902,97717836
101532,97473057
101236,97717610
100822,97988242
101971,97397776
102703,97601114
101457,97509782
104279,97210367
100752,97524743
100723,97687637
101016,97375834
104054,97281354
100988,97408433
103074,97099431
100811,97309408
101051,97497827
102452,97505961
101121,97261387
101071,97484434
99821,97551281
101827,97577489
100241,97313163
102951,97318024
100496,97119690
105166,97279959
104962,97323595
101856,97481179
101397,97316457
104839,96954745
104181,97216582
102889,97573880
103901,97239192
102179,97405748
101455,97092571
102670,97129560
102529,97082463
101417,97446765
104871,97511807
101417,97250643
104439,97187404
105026,97157697
104800,97889706
101411,97391441
102016,97369111
101980,97229412
102958,97184423
106311,97488392
104202,98045824
102889,97448680
103994,97148952
104562,97263644
107155,97345903
101959,97334028
105583,97427794
100918,97172089
102442,97290836
100098,97507721
102689,97286716
101770,97187225
101208,97369628
101475,97452342
103953,97739407
103432,97236903
103653,97154201
101320,97211718
100278,97629127
100719,97365050
102151,97636281
102261,97474353
100984,97224903
105082,97254958
101288,97478013
101111,97689196
102578,97409087
102699,97413454
100752,97396226
101640,97524393
100379,97712680
100659,97377667
104219,97700672
100392,97875572
103139,97811336
103247,97530437
101296,97446230
101337,97721629
100608,97665445
102895,97668728
101187,97522556
103463,97325685
100266,97353217
105713,97525596
100834,97904299
101008,97675851
100988,97708010
101529,97756728
100008,97602447
100709,97911247
99748,97487434
101079,97346621
102642,97632735
100205,97957063
101452,97816084
103997,98073809
103929,97477687
100018,97506714
101548,97566375
102324,97639259
99952,97718053
101172,97233283
101251,97404283
100181,97561118
100277,97782227
101110,97960148
101411,97527345
101827,97481894
101351,97222791
100059,97556885
100501,97693101
100696,97642594
103511,97527064
101450,97174053
104889,97461914
101650,97265290
105332,97653080
101197,97403561
101296,97252618
101489,97246599
101038,97356040
103807,97764342
103867,97553111
101398,97479758
100728,97645651
103500,97466623
101284,97549905
101078,97980546
101733,97553333
100712,97594623
100115,97684476
99912,97243564
104058,97539414
101725,97448818
103059,97441084
100142,97517742
104061,97509233
100543,97629070
101085,97523725
