setup_ns,run_ns
111324,671363702
111107,671398903
108561,670954674
112665,674915740
111276,672222782
113220,676979634
109657,670955391
109569,671024655
108164,671519654
108410,671165789
109394,676620219
110215,676300909
113925,671337806
109679,671318760
108539,677123910
106933,678581066
107754,672088356
107632,676003918
108117,670946123
107572,671461566
112107,671438293
109062,671493573
106467,670777228
107989,671212632
107287,671383206
110288,675964805
106622,675422406
106647,671486110
106227,671519212
107337,672118852
107160,671320114
106769,671799815
107300,671135566
107871,672244122
106915,670816269
106525,670644473
109913,674931211
106472,671249509
106614,671720288
105818,671016103
106468,678057352
106351,670906473
106150,670647493
105597,670761195
106282,670538300
107703,675772933
110938,670779039
105992,670741393
106227,676378091
106083,670635045
105387,671273245
107962,670837464
106765,675529054
106766,678692171
109253,674664058
105742,671358954
105646,671525761
106186,680224060
108036,670860287
109019,675832038
108422,675163835
105886,671067759
105289,670814277
107300,671389279
106922,670148624
106702,679654059
106837,671090077
109052,671002102
107041,670855503
107313,675548974
107659,675546212
107652,674936847
106895,670618854
106099,675895328
109715,670552160
107106,671039118
107167,676349227
106368,670997904
106561,670668025
106330,671482430
107654,670981592
109278,670637565
107542,670983190
106927,671479781
106364,675971586
116256,670854121
108546,671505776
107584,675797473
108071,671243221
107495,671405105
