setup_ns,run_ns
3722,2044320
864,2362538
572,2116822
506,2409086
1592,2166415
438,2177822
418,2321087
494,2135515
927,2143859
940,2134645
961,2189853
524,2225972
1172,2065706
449,2244641
1117,2377811
996,2629641
927,2004613
846,2181419
842,2217600
793,2385461
455,2121160
1445,2227439
384,2166957
523,2379002
863,2262631
700,2275431
600,2033395
1008,2140764
1999,2164352
976,2768847
1730,2416060
848,2374261
1311,2345020
611,2174769
537,2292436
2316,2360843
376,2158102
850,2388662
530,2080661
1094,2266539
2358,2157962
1573,2056965
642,2360252
1171,2073405
1762,2404615
642,2399223
932,2380752
794,2114288
635,2168379
1008,2406501
1376,2063139
1819,2362581
704,2169250
1012,2412448
648,2163322
620,2179001
567,2328813
2267,2098444
3429,2214161
1174,2369275
624,2061524
624,2113608
626,2101316
613,2396932
632,2025194
416,2098002
481,2376710
1241,2144812
748,2389772
1028,2383668
515,2656232
613,2381049
513,2160577
430,2162304
1226,2376321
670,2067399
611,2300659
2030,2434487
685,2026261
4396,2534248
1151,2411185
574,2249836
646,2450343
958,2361027
602,2100205
493,2220592
1596,2145404
424,2469827
854,2056168
2029,2365470
485,2345938
474,2160523
427,2195469
616,2447182
1047,2399028
1296,2392659
655,2010419
1811,2299564
1702,2391163
667,2224372
669,2227530
1893,2383350
632,2583164
1023,2272682
430,2402077
3227,2128973
461,2247943
1748,2603382
651,2256313
1156,2562356
805,2366363
683,2325338
2875,2360721
1274,2164048
547,2247311
972,2423859
431,2227905
397,2603300
1254,2189300
964,2364898
534,2086292
1039,2371622
1315,2184303
1291,2103294
1296,2226937
739,2437019
523,1993294
1143,2810959
801,2400497
1036,2352255
819,2361712
460,2172051
478,2560170
699,2372943
803,2400816
1158,2389873
643,2268308
537,2128844
410,2194773
692,2031732
958,2418782
1484,2255922
644,2059807
