setup_ns,run_ns
360245,830750
379451,732823
679081,888970
685975,847020
349875,785884
373931,737833
503267,726181
422343,650857
390322,702947
296083,889872
313897,737532
343123,754193
468341,704830
456819,709058
567118,581907
298457,891916
536600,675344
496954,627684
430038,670444
376455,732974
394039,908558
563251,933215
62659,1084301
509258,980504
264823,805021
372107,716403
346259,754684
87205,1091476
256528,868591
443293,698378
392576,699310
381846,734627
425869,668932
476436,647341
197746,1059014
497606,632663
426702,804920
220168,1157992
221762,865024
410651,725039
461478,992176
408507,1171367
259474,945507
387486,749956
406292,648483
461067,1051739
358391,829316
374582,711503
332212,868722
408747,729908
305612,914979
518917,607254
245727,817384
317293,700171
118135,1182739
213817,982568
99960,1303989
246138,930900
245748,906984
387217,722663
617775,964163
430068,1019448
391704,1087438
195461,1271788
320419,901294
678060,714127
578670,797065
492026,815981
578159,905913
272157,1289322
357730,1164464
401404,778079
528565,899130
401493,1069855
215690,1237684
667088,866507
297736,1071247
600191,583700
375755,843233
306603,716843
293598,889140
550016,928525
443103,596213
556168,688439
229046,836811
367519,699119
404890,829858
762660,538984
553743,585753
363992,709028
380023,734186
230468,853493
351469,714117
360315,782818
259423,755907
365585,745958
103387,1030449
509499,790833
527713,668922
527452,646369
351738,693820
666267,674993
