setup_ns,run_ns
160,10150849
150,10148564
140,10366257
451,10151510
190,10150839
161,10153203
170,10147803
151,10149175
150,10147292
140,10149346
180,10147261
150,10144968
150,10145368
171,10145297
140,10152913
130,10158363
151,10158032
150,10169414
180,10150348
140,10144917
170,10147041
160,10145288
171,10146460
181,10145188
131,10147812
161,10150507
140,10145809
160,10143504
150,10148835
140,10149215
160,10145729
160,10008929
130,10595814
161,11461760
161,11404992
150,10988411
140,11322025
130,11418208
131,10418507
141,9992818
150,9831472
251,9814228
150,9807015
130,9826072
160,9828826
160,9767330
150,9854174
151,9791264
121,9839556
140,9892528
150,9888129
151,9803959
