setup_ns,run_ns
541,886495
551,843974
321,843874
291,886656
391,882287
981,882989
1293,851459
420,881927
701,898428
370,887177
1152,877699
601,877679
571,883420
231,871357
882,882688
1062,868701
1603,909359
852,887668
541,879271
421,874613
460,850928
461,882718
371,864804
672,879221
731,857831
591,879392
350,882218
922,850387
541,889381
421,887277
451,846409
281,847902
421,873872
622,847191
371,853282
601,848152
431,843554
451,802876
812,817484
431,797175
270,855467
531,806052
241,878620
1683,844496
351,795062
181,879422
802,816192
772,853112
450,835789
361,882628
331,872429
1483,851489
651,846559
951,882569
321,876005
391,818576
881,846079
1123,799600
391,872428
501,855907
271,880855
250,745879
711,852421
1062,851779
441,534205
481,533294
431,532533
832,540778
200,534436
541,541570
1102,533394
411,537582
1743,534336
1703,535839
471,531030
982,534416
461,537292
962,535749
401,540407
401,539285
571,784963
712,841249
301,812224
501,866718
191,831160
591,781486
211,876085
320,795763
180,836330
350,845027
481,812324
321,875905
231,873260
701,872830
1112,817665
221,874452
381,879833
281,876406
1272,836611
251,874943
231,877648
271,842061
391,844245
441,845528
371,841349
