setup_ns,run_ns
917,41950097
997,41790329
1218,41688498
1123,41977052
1140,41755629
1006,41687201
869,41897567
951,41233973
902,41988443
1021,41739925
936,41810890
886,41818713
1048,41445025
993,41781635
877,41781375
843,41648826
1123,41645629
1063,41620835
1026,41323131
1077,41627136
1016,41798441
984,41437429
1281,41718255
1371,41352159
1054,41874189
966,41621034
1175,41655051
960,41663587
795,41833022
1026,41530685
1306,41459535
902,41729797
987,41790284
913,41820910
1085,41918902
1120,41812855
1090,41563639
925,41992515
976,41909727
860,41534683
1102,41397331
940,41681557
1034,41813141
1022,41760733
971,41536459
1122,41505396
870,41689769
1022,41612539
1209,41579834
1126,41791800
893,41793658
788,41545748
1058,41769888
959,41845795
943,41656368
1049,41609558
945,41916995
1018,41661043
1030,41271220
930,41664169
1140,41534150
1080,41506451
978,41477442
1082,41704864
938,41390670
981,41702566
1251,41812784
1121,41680991
1173,41403282
845,41645508
1239,41845243
1031,41886911
1030,41674406
1052,41804571
907,41694641
1233,41682117
1178,41401639
1212,41872473
954,41587403
898,41642004
933,41617537
792,42127870
978,41802177
1079,41795184
1090,41564660
1140,41867017
1003,41831331
929,41876638
1000,41622214
1314,41636323
1217,41572131
1042,41661311
1220,41684318
1317,41976939
1222,41711583
1069,41731006
1024,41322721
1025,41892570
915,41823659
960,41766145
1039,41844544
1122,41945026
911,41743783
1061,41696344
1001,41772136
1115,41875181
1087,41524592
1040,41424366
744,41759417
1301,41541944
1089,41253575
985,41716242
1009,41566675
1239,41793964
1123,41817692
1385,41669293
1302,41549355
1005,41826890
870,41995369
949,41801217
845,41860489
972,41784346
959,41672295
1069,41776427
1130,41703123
1109,41937275
1002,41824174
1343,41632757
982,41849844
