setup_ns,run_ns
1131,899483
623,903091
501,897047
694,895398
782,896485
1276,894320
1684,909262
505,900316
1274,900207
1187,900091
1122,900297
2915,900087
823,897106
1509,898264
599,894609
1136,896739
1679,901721
620,903894
888,897286
642,899541
711,898222
635,900734
1122,898743
1218,902150
613,894407
1112,904467
1742,902640
836,893847
804,894774
2294,900071
562,905674
570,902087
633,897161
621,906343
1594,896519
579,893984
1864,896726
1316,896451
538,894690
499,898061
1494,899859
501,898402
2449,897411
524,903908
1265,900915
877,901978
790,895810
523,898397
1341,901198
715,896039
511,899034
511,894956
481,905335
1119,901493
1442,904995
867,901941
420,899112
5318,902305
1421,900182
1839,902336
525,897475
1466,892998
2816,897094
443,897840
1934,896991
508,901380
770,906441
759,892937
891,902788
461,898831
1766,897029
563,898186
506,898005
649,894933
2159,894922
470,896554
559,900542
1345,896114
519,895201
531,898215
604,894696
425,895811
658,900098
672,896865
504,896798
753,898777
1389,909008
716,905854
803,898203
340,892070
505,897735
1360,892831
382,906188
540,898689
701,899046
361,894142
1959,891416
1768,894339
667,898675
1176,894362
769,896883
2868,899326
499,903561
856,897647
1177,901430
636,890393
487,898905
874,895852
1065,901496
461,897538
564,897300
783,896430
740,895755
902,896518
1250,897842
1187,901507
