setup_ns,run_ns
60171,27196345
57234,27202887
57705,27088674
57661,27197124
57228,27092175
57741,27125578
62382,27166626
58868,27133001
59624,27073102
59108,27057265
59486,27136117
58362,27130138
59305,27133149
58800,27153383
57688,27144138
59812,27122678
57050,27149740
58864,27141456
59402,27090376
58936,27173530
58455,27160284
58759,27183933
58784,27192826
59433,27151178
58298,27216681
64481,27133356
57117,27064705
59204,27184906
61558,27174450
58728,27075463
58837,27191223
59348,27180230
62382,27186863
59307,27192936
59101,27152426
58757,27118904
62687,27176632
58819,27153090
57384,27160640
59894,27151540
59495,27198869
59713,27063409
59128,27148907
57153,27148834
59024,27199184
59968,27165816
59046,27136450
58603,27221491
58357,27156403
56530,27091641
59536,27147354
58838,27175109
58995,27206233
58828,27103474
56984,27107922
59038,27203440
59936,27186894
59851,27088941
59103,27077114
58735,27124021
58910,27144282
58676,27150665
59242,27179523
59794,27125579
58814,27207892
59212,27204831
58531,27166814
59135,27123030
57209,27116109
59858,27142559
58767,27055287
59705,27179104
58984,27110900
59255,27203477
56634,27096274
57217,27106068
59259,27114679
58565,27177531
58924,27154759
57197,27078518
60069,27069367
58670,27132685
59375,27112142
57202,27098695
57047,27149684
59356,27191819
57271,27114414
59655,27171497
57354,27113673
59542,27147910
60001,27192167
58947,27191362
59050,27150686
58802,27111948
56856,27105043
59253,27208858
59130,27183378
61808,27165566
59022,27177525
59034,27092618
58672,27082043
60116,27178186
59228,27126264
58809,27227729
59104,27145926
59215,27113854
58940,27143438
59107,27092197
58742,27165516
58776,27237255
59061,27192056
58468,27079905
58762,27081695
60186,27126286
59038,27068364
59099,27182288
58812,27112646
59067,27177269
59121,27164766
59844,27154907
59496,27163842
59027,27177773
58983,27138029
61652,27142945
59700,27143460
