setup_ns,run_ns
515,31635388
368,31473192
425,30636444
357,31345077
576,31200612
219,31174605
356,30901712
508,31254637
338,30468036
600,30847478
412,32198497
348,31147970
1472,31595257
401,31535625
380,31009399
209,32317056
454,30390439
441,30967119
340,30348932
477,31204565
402,31001058
483,31423816
350,31031579
512,31476901
238,32547114
485,30692397
351,30691187
550,32048249
352,31002823
497,31946375
337,31405545
722,30779757
392,31438213
374,31180236
510,31756061
333,30804387
1260,30396055
498,30754498
202,31058612
218,30897734
216,32010748
366,31255775
533,30879759
417,32462767
444,31191262
308,30682938
404,30696481
519,31387675
301,31336822
406,31019010
465,30820022
213,30917840
354,31590201
358,32757594
408,30638614
361,30786937
549,30561281
441,31098561
529,30981207
335,30849245
1760,31596846
515,30488773
192,31017064
305,31209679
430,30928654
349,31025901
418,30326056
495,30969026
348,31486248
342,31871606
347,30646009
574,31856683
279,30656489
415,30991083
604,32012018
233,30847578
226,31414597
219,31176917
415,31535524
456,30864514
437,30019033
428,31335963
211,31471244
346,30512836
351,31819227
366,31124926
356,30664143
624,30493656
345,30873918
441,30734179
219,31170288
357,30197962
350,31343319
570,30588817
352,30615197
486,31534035
218,31410177
273,31064867
467,30568062
351,31736447
357,31851667
436,30528258
518,31272474
307,30725870
229,30838257
223,30916716
224,31430806
235,31757221
