setup_ns,run_ns
150667,16152602
137101,16420056
176351,16453523
135033,16394510
174000,16154897
114987,16360448
123025,16397486
160659,16743357
350662,15976501
144520,16218846
145052,16441778
128698,16068634
319873,16096445
124882,16140865
145106,16085644
139431,16070274
203959,16165632
139520,16412775
170645,16150109
125843,16398351
123681,16543980
132244,16405362
125503,16559709
141373,16455388
121182,16697098
122725,16269356
456535,16372121
130539,16392026
166054,16247120
145010,16664349
136674,16087078
457606,15990335
171081,16527194
154653,15999994
124159,16434285
528922,21555048
496688,21010354
268117,25420049
604091,25299561
455663,23554263
431743,22815982
905474,20963420
471627,21500525
721939,21197732
558140,21162910
168528,25193356
547234,21701979
510207,22135229
410964,17882786
236543,16359844
204390,16427214
149323,15775851
408229,16194713
157263,16329519
130390,16248904
125306,16446607
304105,15904252
437912,15806308
124149,16243680
144652,16119196
132023,16057879
135984,16445525
119663,16236875
123818,16309616
126630,16072162
199840,16433140
130116,16420704
251735,16457353
133623,16621604
125740,16186672
125214,16290558
206480,16212856
116551,16227770
124461,16161913
135225,16136776
155069,16318321
117415,16171050
118486,16292174
127087,16405928
180452,16479574
177324,16370734
148080,16178911
127054,16477375
568033,22812877
495479,21653640
445455,22083892
456159,21569711
511796,21902614
479869,21472759
472491,22961159
250368,21651023
560696,22018037
511119,19501367
130363,16204120
192849,16474121
121647,16391337
120435,15928173
130689,16337915
291725,16308342
141698,16096590
475194,15981106
133772,16267736
