setup_ns,run_ns
629,3576107
273,3531542
274,3563171
378,3589122
485,3548900
455,3566782
436,3548007
2680,3482651
401,3551663
826,3567581
205,3557575
205,3402461
488,3468669
488,3590788
674,3576415
378,3555662
391,3571868
826,3593023
229,3211280
203,3580752
206,3585736
484,3577483
554,3520501
507,3565974
483,3510564
486,3525964
1536,3600888
628,3555020
360,3567021
429,3482315
537,3545071
534,3602467
257,3593888
205,3499211
392,3542931
753,3578835
425,3606161
477,3604499
580,3571952
783,3561471
396,3402099
547,3527359
450,3581732
638,3431012
446,3606201
375,3567473
459,3600746
234,3581158
205,3585290
208,3470429
250,3570852
491,3559387
501,3570160
430,3605081
552,3574590
438,3576210
425,3519409
585,3571059
601,3576200
696,3589012
445,3464400
397,3545361
806,3592448
459,3585831
401,3553073
500,3548492
524,3579709
579,3560210
424,3581043
467,3576706
498,3575229
455,3498589
208,3582475
485,3582051
426,3560480
442,3566990
440,3499777
500,3590726
389,3582825
222,3579866
198,3613661
215,3577071
230,3571691
276,3565178
210,3555118
216,3581194
347,3430757
357,3549071
444,3605579
553,3497675
218,3574446
525,3402701
539,3569700
448,3543752
452,3565655
619,3582550
199,3576641
483,3569718
358,3462418
574,3576251
484,3538471
522,3577544
691,3595622
218,3562330
514,3604638
540,3600078
404,3595844
450,3561616
461,3616558
