setup_ns,run_ns
2097,313671558
2220,313722428
1912,311896340
2030,312813096
2067,313778742
1879,313054448
1968,313488165
2171,312755005
2257,312158804
2165,314619530
2264,313244365
2176,312786522
1779,312969829
1784,313140639
1779,314096404
2123,313119567
2071,312968974
2305,313094930
2144,313470221
2262,312498025
2554,313112035
2289,310992265
1897,311964620
2112,313143203
2014,310869130
1970,315987450
1929,313060317
1864,311412117
2040,314281682
1668,314089759
1927,314579053
2155,312270126
1865,312649138
1948,313077831
1968,313424805
2000,314657768
1831,314037947
1798,312607757
1770,314949071
1696,313199287
1644,312832077
1763,312633599
1797,312780777
1622,313418043
1687,312719688
1620,314231406
1819,311942904
2193,314083000
2041,312711304
1731,313399981
1588,313843972
1796,312681083
1907,312484236
2051,313419541
2106,313878004
1884,312498015
1667,313008696
2032,311963912
1775,312943898
2063,313897200
1859,312888612
1820,312306235
1900,312727986
1957,312195670
1859,311144205
1801,311534430
1804,313110462
1804,314442149
1769,313081688
1919,313511648
2068,313196168
2122,311864275
2109,313486500
1857,313762850
2405,313531673
1760,311239688
1787,313143289
2063,312645980
1702,311637679
1676,313242590
2221,314228979
2127,311487748
1840,314079707
2048,311476921
1781,313584452
1792,312182843
1878,313018957
1703,313649714
2210,312211566
1851,311517858
1746,312813111
1785,311890861
1914,313210717
1755,310755412
1663,313632923
1788,312509266
1966,312870436
1770,313232933
1637,311377215
1832,312540303
1755,312864347
1911,313705616
1686,313457468
1844,312218560
2015,313442792
1817,312929448
1662,312843597
1545,314421464
1857,313539299
1957,312398609
1683,310396234
1769,314177970
1931,312707607
1703,314412182
1938,311529904
1541,311698447
1610,313365839
1742,313113747
1663,313631091
1415,313745569
1648,313241860
1540,311102479
1501,313748595
1512,313897850
1407,314114982
1867,313233139
1750,311889672
1624,312384957
1534,314067741
1752,315611728
1989,311292397
1640,311408895
1609,311511589
1579,312549102
1847,312333172
1745,312629977
1625,311837834
1693,312989872
1678,311956514
1702,312476647
1653,311959391
1704,313257479
