setup_ns,run_ns
1530,7455511
1189,7341126
1286,7514058
2061,7436919
1036,7356472
1949,7556104
1370,7506381
1059,7434819
2132,7475216
6900,7405581
1992,7418994
1039,7431826
2339,7369036
1911,7578546
3703,7344856
1825,7528630
1147,7462022
1710,7475408
1690,7506839
1405,7430546
2413,7504076
4252,7451195
1336,7521820
1215,7474077
2452,7386509
4244,7386430
2389,7381744
2080,7464939
1028,7368410
1036,7399239
2893,7393953
1189,7455005
1162,7379480
2822,7410037
1272,7415623
1333,7442466
2199,7498102
11510,7564738
1209,7737757
1094,7427791
1368,7413021
2963,7433753
5355,7541337
1018,7423120
1308,7535842
3233,7386323
1553,7427708
1273,7417945
1521,7418673
1092,7394967
3796,7431534
1603,7351290
1088,7418770
1041,7427801
1367,7555886
2303,7451674
1503,7476043
1823,7543222
1435,7367289
1829,7399511
6104,7330614
1581,7512677
948,7480670
1188,7456168
1136,7546154
1541,7397521
1432,7457279
1387,7371729
1474,7513142
1012,7337507
839,7344675
1267,7493552
981,7384675
1801,7459843
2588,7431520
1035,7380754
2436,7392300
1221,7490338
1587,7310263
2784,7493495
1625,7495059
762,7471846
890,7353908
1797,7393241
1257,7444948
901,7471339
1548,7430826
1879,7414639
1001,7463701
1587,7460011
1399,7412405
951,7375982
1607,7460684
1298,7389348
1292,7433135
2709,7427695
2560,7449202
2634,7384284
1934,7526444
876,7441522
1241,7533793
1125,7493133
2135,7422818
1347,7516460
820,7432859
1657,7413985
4481,7391372
1473,7455383
1169,7374782
2282,7562239
1938,7513184
1288,7405504
1174,7465718
1099,7494884
1113,7407649
2174,7463163
1831,7495277
1393,7448265
2114,7542877
795,7443314
1055,7494427
1275,7453267
1233,7493246
1264,7447247
1927,7396886
1543,7494826
1181,7387951
1372,7492218
1494,7474356
