setup_ns,run_ns
77629,6782273
69236,6804186
70653,6789862
83526,6808747
118925,6795415
62619,6809475
60488,6825800
61519,6799133
72111,6798554
61702,6794649
58832,6803426
74592,6812270
69273,6800839
70798,6809754
68816,6795515
77589,6797879
67639,6802962
78670,6788608
73476,6822910
67443,6814467
85175,6802778
80945,6800573
63355,6814301
68036,6799238
57988,6813200
66041,6797454
74215,6795220
74631,6807674
93287,6798005
69047,6800704
74608,6812404
69010,6798236
66224,6805280
93117,6794987
73792,6798708
63836,6812187
80667,6810200
69852,6807338
70404,6817721
59395,6806635
78638,6804746
79232,6810857
87876,6786198
81849,6801210
61269,6802795
90128,6811536
76226,6807204
72918,6833019
68375,6802842
87177,6788706
91492,6811231
89865,6825667
77639,6811459
66748,6801492
58346,6807342
65268,6802891
77188,6796349
68766,6787937
83221,6809299
68238,6791255
57913,6802688
70579,6806360
77417,6804516
63537,6810882
59332,6801091
66814,6791409
77021,6824859
66685,6799916
75120,6805160
68095,6804950
78150,6809194
89173,6806970
68986,6798846
69150,6807833
76609,6800598
67727,6793115
74027,6798880
69381,6802901
60928,6800583
90712,6777514
87310,6804366
69354,6786646
67729,6813722
61661,6801449
84915,6821854
61839,6815727
70272,6788433
68377,6799630
69093,6779554
67520,6795102
77684,6798546
71214,6795815
81083,6794530
67371,6818624
75045,6818684
65226,6807934
74889,6825204
83184,6798148
71216,6814051
72737,6800758
66360,6810890
87809,6794400
69131,6804196
58372,6819455
78749,6792743
67331,6808562
67449,6807839
61515,6794456
73786,6800076
58224,6804396
72986,6829279
81155,6792101
76717,6797119
97521,6806261
75582,6788990
75534,6794358
68867,6785067
58505,6815738
66673,6793069
58249,6803062
64092,6792634
61993,6806788
65802,6784079
68113,6814068
60974,6818495
70546,6806906
91176,6808218
70339,6810296
66846,6792477
59240,6809825
89507,6811771
70052,6807578
66034,6799751
