setup_ns,run_ns
18505,48199400
18485,46792935
33864,46561536
25679,46808836
19497,47394019
31430,47182446
19217,47492355
18455,48829869
64022,47282376
35748,47752731
26640,46689760
21491,47486234
19447,46839865
18565,47645347
19518,47164021
21521,47056126
21080,47070503
24106,46904537
25669,47610029
19297,47022271
48743,47091654
25188,46974050
20008,46875723
19837,48220521
65364,47475423
39836,47638092
31179,48236390
22683,47356377
21511,46351466
28324,46585891
23034,46371073
22954,46364140
21130,46903606
21090,46428883
25549,46227720
30618,46832180
25067,47770805
28434,45925175
20790,46328392
19337,46246586
18485,46460593
18295,46495209
18595,46553591
18365,46326829
18125,47631029
44274,46570753
39405,46320667
26902,46916470
26701,45955382
19658,46604206
20469,46101520
18996,46264721
19126,46707583
22322,46492364
18325,47344935
18044,46449322
18164,48392257
18816,46318302
18475,45998404
18065,46120166
18074,46552728
24797,45713532
19837,47654474
34586,50131374
65805,48086866
34366,46574039
21551,46267556
21931,45956785
19998,47195501
25989,46148741
18445,47029947
17985,46513444
28674,46129263
23675,46218302
18546,47418504
18666,47342640
18014,46599838
17904,47324787
18205,46500810
17814,47426870
19758,46154000
17984,46319355
18004,46189958
17934,46706151
17824,47272818
26160,46753791
19076,47359623
21331,47264221
27031,46038029
20679,46637690
18545,46164691
20359,46205769
19207,46606290
18405,45868527
22011,46364611
18806,46348430
19206,45891501
18075,46423312
18314,47310740
17924,46178787
17854,46344713
19067,45905547
17924,46231878
17894,46540605
