setup_ns,run_ns
72011,211653584
66126,211608504
61245,211587452
69309,211714903
66203,211605239
66253,211617595
66084,211632360
65904,211644412
65967,211599918
65541,211675354
60499,211629229
65395,211647010
68238,211575750
65808,211687371
69406,211643013
65737,211639716
65743,211618642
66345,211613628
65840,211587202
65494,211637114
65337,211594961
65576,211680146
65474,211609019
65945,211671645
65943,211629520
65896,211647108
65448,211594019
65554,211620397
65379,211615659
65011,211610913
59889,211627929
66688,211633947
65761,211612424
65567,211622927
65563,211638761
66357,211663059
60882,211618004
65685,211637779
65603,211663493
65196,211639976
65989,211658239
66869,211643947
68469,211644961
65533,211695898
65617,211638036
65808,211649246
68338,211607194
65623,211666800
65243,211595507
65453,211714320
66531,211643595
65690,211624136
65430,211614938
65904,211681702
65458,211619749
65790,211592374
65560,211628892
65272,211638185
65275,211655167
65814,211651864
65995,211617924
65408,211591753
65381,211600605
65390,211663822
65852,211657169
66258,211626520
65799,211654067
65546,211650547
65787,211653828
66498,211680170
67079,211599682
65789,211678655
65686,211629365
65444,211659704
65936,211573407
65364,211605920
65472,211674060
65506,211627652
67080,211622343
60873,211642505
65813,211650065
65788,211624595
67813,211595169
65946,211673339
65799,211643735
65439,211609525
65236,211648379
65183,211640840
66418,211575564
67796,211605290
65660,211603382
65495,211627293
65322,211648920
66291,211624521
65533,211603648
65314,211620323
65258,211667300
66305,211634070
60842,211607667
65648,211612062
65576,211592679
65488,211654216
65871,211618842
65435,211633079
65427,211625218
65896,211634586
65808,211614330
66651,211649000
