setup_ns,run_ns
212284,874022
88869,910180
50896,982308
1129578,484010
94981,892998
108677,900943
78128,906113
93047,914138
84230,916423
83268,906785
73600,905071
85382,901825
85051,906504
95421,906103
102675,918136
79211,908327
83749,907706
77958,904059
92305,908177
98237,900512
84440,902336
879803,525790
242181,861207
77898,910681
78228,906644
86515,908748
69893,906935
80203,957941
81965,902446
84591,903167
81244,905081
930859,667048
782568,478510
219317,831080
174111,869293
102735,917073
73259,922704
222042,859915
697807,494991
1067620,474502
202676,870895
117754,908998
86043,898910
84110,903487
80894,907375
91464,908498
68120,904941
81555,906994
761668,649585
88148,891004
89781,937252
74001,906323
78198,902056
75434,907525
88919,904210
94260,900111
75824,904159
864103,662539
88438,899691
73801,911673
80714,905361
87116,912986
84420,904290
99039,903418
82928,904179
75283,909990
584892,498127
73109,903198
82677,908698
88669,909790
75554,909269
104469,906524
99469,910771
83630,905732
84721,940168
71145,959514
1004049,662129
75353,923817
101734,903067
84170,909599
98728,909910
87216,903718
83749,917214
95401,905312
94620,905962
79522,900832
90412,901715
91824,902847
99769,900302
81104,906684
107715,907826
96293,900041
67759,1007416
764384,515099
778540,476696
379732,813757
618697,527973
767729,802116
202916,844946
82136,893629
97305,904790
115560,919548
78610,896654
84240,906053
79401,905662
709519,497927
208025,865987
69542,1002666
214988,867288
585333,510070
561577,497776
75333,903928
667599,481856
600612,489250
686085,515880
669964,468741
674332,481946
574132,505210
87767,907055
92697,902455
76656,911833
83369,903537
83960,905241
77928,922173
86264,904440
71406,917184
85993,911363
93308,903127
