setup_ns,run_ns
2649412,28863153
3789877,43982665
3972469,42031250
4107861,45100520
4143701,43823678
3906786,42870434
2466586,30424044
2880224,28630563
2741002,28625461
2718892,28769688
2642299,29265391
2670129,29387752
2682911,29001388
2844306,28710949
2880535,29246620
2321600,28743564
2760110,30004081
2592332,27877041
2418916,30240120
2726289,28443835
2711478,29066938
2863728,28741512
2326499,28708469
2578755,29355611
2304352,28992215
2383290,30086396
2560333,30019271
3041867,28590743
2722057,28269851
2525795,28476860
2721750,28400578
2857323,27108308
2278952,28181905
2725556,28429231
2649480,28548253
2729951,28668201
2390444,28446445
2832113,28741119
2588915,28272483
2932975,28723888
2597338,28574157
2515081,28630636
2690332,28220381
2442273,27717341
2604337,28456983
2378083,28038025
2510163,28696382
2472909,29033964
2365606,26970320
2385351,28852941
2823628,29352183
2374314,31888123
2567418,28662745
2264436,28033166
2825674,28835147
2596066,28660723
2358587,28512847
2770323,27534420
2607267,28471341
2862867,28541026
2603648,27824628
2527645,28970643
2829464,27280468
2403779,28224759
2447730,28924340
2373291,29228731
2452310,29242309
2760799,27817680
2613917,27057978
2392870,27200542
2658628,27225340
2476818,27627874
2576808,27946556
2878443,26615145
2842321,29386289
2710268,29125172
2444552,29206060
2529372,29218089
2654485,27878332
2383982,27494483
2462160,27288786
2686943,27637923
2703750,43769304
3779480,42540779
3768085,41864474
3850096,42232700
3765387,38825469
3758589,41501907
3840626,39459416
3789458,29499229
2813143,27895514
2701513,26599526
2261914,29035064
2439260,29283131
2308366,41219232
3746910,42091689
3812162,43409307
3821569,42329561
3792395,29542921
2407407,27143937
2560402,27734807
2831894,26318514
3047883,28816739
2880503,26355903
2519157,29366409
2835753,28224686
2917499,28398872
2781227,26898428
