setup_ns,run_ns
117369,16970023
143009,16871476
120886,16504558
126376,17028528
159182,16718034
127349,16816899
162788,16943568
118697,16668191
360665,16764861
117129,16576569
120687,16969345
121177,16951165
130031,16781467
138125,16880198
116886,16696631
137591,16918597
143535,16706189
123833,16817100
161325,16667343
123366,16634915
119868,17229895
149228,17095906
121014,16665192
115499,16631521
146720,16912456
119318,16817833
125814,16596873
128705,16627386
149122,16788498
138152,16594426
197336,16877986
145386,16996497
116903,16705639
158683,16675468
128059,17097854
129207,16708091
129182,16909169
147398,16691643
118012,16476035
122628,17085087
121113,16507638
136447,16915536
137197,16852016
158207,16731647
122047,16897587
120584,16562685
149951,16393625
113525,16559288
257375,16553231
115229,17080840
163936,16925820
118761,16819028
157564,16885481
150197,16647474
116756,16784251
121036,16608346
117941,16892967
157396,16685349
125023,16722248
118276,16889460
127859,16560605
133508,16641031
128034,16868893
125190,16769717
123669,17077310
128365,16934581
118280,16528091
140412,16567264
168654,16852768
139000,17507197
136811,16973024
211447,16755399
117415,16790784
121160,16601504
131094,16612688
143307,16482082
120014,16992019
120240,16906435
123457,16812620
125045,16529867
209664,16787179
137144,16295110
126787,16533015
119987,16816400
141147,16680770
126307,16799135
121515,16920690
124238,16543931
140621,16582704
129994,16711319
120677,16999376
166150,16969391
120280,16777296
141175,16887640
154749,16809958
118566,16546261
169621,16559957
118864,16772335
134105,17022445
118375,16727446
140965,16875457
179130,16327349
125309,16785660
115938,16786788
127398,17159288
120460,16868867
145525,16476091
151427,16977500
157553,16732130
120075,16903496
118362,16785461
118384,16756172
116298,16783514
120146,16710757
122513,16641504
186186,16880779
126973,16573208
