setup_ns,run_ns
1300,11388341
981,11346523
1257,11385666
2006,11257811
1008,11273793
1741,11267554
1592,11333194
1343,11311217
1119,11242169
2317,11292739
2633,11436498
1132,11298902
946,11484906
766,11334199
1063,11330549
1081,11399223
1044,11247644
893,11382731
1333,11335502
1188,11321081
1206,11313223
970,11302487
1044,11248246
1689,11231908
1139,11270781
2421,11323472
1562,11240535
2174,11321963
1158,11285769
1703,11356197
1115,11390806
3021,11396448
981,11367411
902,11348521
1832,11415018
691,11456309
1408,11269530
1422,11398692
946,11352685
1154,11344477
1792,11309156
794,11342805
937,11400786
1059,11278158
991,11295996
2276,11344071
939,11337144
1226,11425347
1051,11304816
1690,11311209
704,11372251
1114,11308078
835,11364520
866,11315213
1043,11349813
1151,11229209
1507,11285124
1320,11299775
1478,11391293
1554,11386676
1832,11358181
994,11387023
984,11346163
1150,11303743
835,11361264
955,11291524
1200,11335476
1016,11240480
1058,11350812
859,11347350
998,11258121
953,11332139
884,11357421
1165,11374144
1131,11238275
1065,11334451
1354,11340800
815,11384362
1489,11332133
2029,11344032
764,11365297
1309,11386136
1095,11305862
983,11427742
1923,11277021
771,11309889
707,11206753
732,11375701
1204,11279419
1793,11286644
1831,11263958
1292,11303757
903,11274247
890,11365482
866,11216923
1933,11292941
800,11296889
1007,11369732
809,11260117
1081,11305926
1410,11359490
898,11272688
1663,11327243
1018,11263496
1072,11257478
