setup_ns,run_ns
1036942,15300415
1790996,16037627
736721,16473496
1414049,17189978
1455578,15684766
1599813,16916508
2100655,15826967
1099200,17414505
958533,19399500
13426812,5239514
1192628,15536735
1100202,16853518
6689651,9965450
810101,16714524
1325431,15375327
1197527,18189899
1112866,14993021
2219139,17302462
1252431,15337025
1478902,17115767
1535700,16084116
7980405,8548837
870635,14506365
1293570,14977711
1401906,16173585
1458634,15352835
13540468,4692163
1390444,16182953
2294494,15294284
1800133,15712929
1387859,16959850
5881694,12143843
6636530,12164241
1441161,16467735
852982,17699818
3582473,12585923
992677,16341656
1643004,14998661
1338546,16602080
963011,15911297
1719820,14954858
840989,16505988
3482793,13934398
1721113,16106027
1212435,16238949
3572944,12720239
3625274,13051960
8913460,8543265
1081316,16256804
1281547,15738879
1059114,16132026
867249,16409885
2978885,13886456
754976,16916077
1709521,15976040
2166510,15289584
3675249,13012785
982769,16573696
2160459,14528497
949396,16379156
3093723,14423618
4610127,13449726
4454661,13161978
2333087,14808710
2064546,14752483
1741070,15052223
1297086,15472783
1124689,16049570
1812166,14410343
2118558,14498641
929749,17446145
953613,16265330
904200,16924183
1821614,15565018
1042913,16611939
1910844,16299474
1696566,14885206
4780821,12095741
999000,15642906
1900514,15519191
2185847,14876038
1510202,15671771
718386,16494055
1550358,15711687
2675478,13701765
1331292,15987031
1302496,15142094
1535891,15774236
1278752,15588373
1001745,16323681
1476698,15399804
1900514,14779624
1166428,15264026
1033275,16276200
5256536,10479809
1987971,15651973
1434578,15630573
1619489,14884525
2651582,13797007
790093,16168235
1081807,15946634
1357602,14815102
2398912,14477611
889501,16860712
527634,15807720
1889723,14959828
1696456,16150231
1987420,15424030
