setup_ns,run_ns
1092,46786649
1443,40978596
1843,47362194
841,37982951
581,31787380
882,31837315
591,31403240
391,31426544
420,31588302
752,31595205
391,31444959
561,31628058
431,31809562
872,32107519
380,32147715
521,31862132
391,31878984
682,31894564
861,31701748
480,32177732
1553,31747865
781,31862063
361,31576099
481,31952424
491,32049859
481,31774816
511,31770709
861,31750300
822,31637986
591,32177351
551,32005825
461,32146303
721,32085668
571,31916125
621,36099299
1804,44043964
1423,35647119
440,32324231
381,32427227
441,32106186
1022,32257904
1022,31847384
691,32131975
521,32043006
311,31975688
391,31994805
320,32154147
531,32183133
441,32266110
371,31563845
370,32152886
721,31655620
491,32006877
751,31748146
631,32194595
431,31868945
411,31518880
852,31981088
1203,31700244
481,32041613
561,32018349
381,31809241
421,32114111
541,32093672
631,31524911
621,31975117
771,32693863
2074,32007318
731,31570097
711,32079455
712,31667361
1022,32123269
400,31789835
541,32024240
1173,31878493
481,31914151
510,32017016
541,32140702
571,31850580
711,31537435
781,32003121
1152,32066571
641,32042596
350,31885327
581,32206767
451,32034831
1182,31754418
421,31859387
662,31645881
361,32035041
992,31604161
481,32002590
431,32102509
360,31832807
611,31988262
541,32441043
461,32086178
461,31864326
451,32167924
851,32097831
451,32003902
461,31904263
1152,44404180
591,42028673
1072,45356761
1012,33956775
451,31813881
922,45756761
942,41699086
1032,45966129
851,34170472
1062,31602408
962,45792700
771,42162958
741,45878002
992,40766032
1152,35990401
701,32034430
1302,45958726
1282,40403973
1273,44362621
662,33508843
1012,31742204
1212,45869666
1092,31860469
481,32400837
1272,45409020
1372,40296941
1433,43987337
1183,34071673
811,32177682
1573,45385746
962,41332890
641,45171569
942,32827798
1122,32084606
1192,45732275
1153,41091340
1002,45064695
982,33326547
351,31568664
1072,45351711
1202,40896009
941,44884303
1193,32882101
581,31946192
941,46058225
952,34672256
1082,32402740
911,45684024
1062,40567124
742,45092588
871,33771051
501,31945872
772,46077281
941,41006078
871,45839189
1312,33686571
832,31905425
892,45607367
841,40789497
1202,44617285
912,34456495
912,32045421
901,46277612
1313,41123321
1082,45119329
501,39315634
992,32099814
1573,45605023
872,40359950
1313,44454626
1172,33682904
921,32039089
1583,44493490
1242,41687795
1423,45391396
941,45957153
772,48376652
1432,43965045
1333,40519523
1292,44245729
1232,33448448
701,44488690
1322,31736884
852,31943958
802,45020060
1232,41501290
882,45316143
