setup_ns,run_ns
579,472411
3975,470901
1363,466804
1203,466906
1082,472714
4335,467271
1188,471630
3004,475255
2642,473206
919,470112
968,476180
2208,468488
2186,472273
1010,473897
3223,470868
2320,469447
2081,470181
2209,466897
4953,583852
848,464006
3348,472412
2714,467365
3190,486457
1996,474382
2201,470560
1769,469779
2185,470067
3329,465803
2616,470472
3145,465010
3689,467079
3269,468249
1197,472848
2337,468947
4225,470992
1391,468253
2598,468975
2046,467634
1420,469692
3205,468105
4451,467262
3043,464616
761,469400
465,470278
1565,466773
3819,466317
2928,472688
1240,465900
1512,477328
854,469723
732,469393
3534,468791
1576,472764
682,467443
3149,467382
5627,467978
2909,472436
2004,474700
504,472952
2086,465806
2856,470706
1746,464475
4642,469345
668,470543
1134,473448
873,465342
4423,473006
3501,468179
1382,467496
3246,470573
4526,465889
2089,467858
1604,473911
1761,464893
2972,467033
852,464205
1813,475412
599,467375
1588,471113
2380,476519
445,473417
1534,468709
628,476951
1746,471232
2310,470304
880,469577
2319,473691
563,464251
1387,473023
1928,469720
724,470903
3769,465386
1740,469675
1277,468447
2640,475573
3477,467040
2100,467688
3147,468779
3148,468362
2428,464673
3046,467520
1436,465347
2419,469712
3368,468129
